dateTime,BandAccX,BandAccY,BandAccZ,X,Y,Z,Type,altitude,course,hacc,latitude,longitude,speed,rate,rateZone,usage,deviceStatus
2024-06-06 12:12:03.905,,,,-0.003589,3.169892,9.500104,Acceleration,,,,,,,,,,
2024-06-06 12:12:03.921,,,,4.425,-18.88125,-31.743752,MagneticField,,,,,,,,,,
2024-06-06 12:12:03.925,,,,0.095713,3.222534,9.373284,Acceleration,,,,,,,,,,
2024-06-06 12:12:03.937,,,,0.09867,0.022903,0.006258,AngularVelocity,,,,,,,,,,
2024-06-06 12:12:03.945,,,,0.08016,3.258426,9.375677,Acceleration,,,,,,,,,,
2024-06-06 12:12:03.965,,,,0.049053,3.302693,9.297313,Acceleration,,,,,,,,,,
2024-06-06 12:12:03.981,,,,4.55625,-18.9375,-31.5375,MagneticField,,,,,,,,,,
2024-06-06 12:12:03.984,,,,-160.756248,-18.52034,-0.156405,Orientation,,,,,,,,,,
2024-06-06 12:12:03.985,,,,-0.026321,3.357728,9.362516,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.000,,,,,,,Position,44.956,0.0,3.79,52.334761,4.861958,0.0,132.0,0.69,on,ACTIVITY_RESUMED
2024-06-06 12:12:04.000,,,,,,,Position,44.956,0.0,3.79,52.334761,4.861958,0.0,132.0,0.69,on,ACTIVITY_STOPPED
2024-06-06 12:12:04.000,,,,,,,Position,44.956,0.0,3.79,52.334761,4.861958,0.0,132.0,0.69,on,ACTIVITY_PAUSED
2024-06-06 12:12:04.005,,,,0.04666,3.340979,9.393623,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.025,,,,0.130409,3.336193,9.269794,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.041,,,,4.3125,-19.087502,-31.931252,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.045,,,,0.255434,3.216552,9.269794,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.065,,,,0.175872,3.250051,9.349357,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.085,,,,0.179462,3.361318,9.292527,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.101,,,,3.91875,-19.40625,-32.662502,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.105,,,,0.274576,3.445665,9.238688,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.125,,,,0.421735,3.372085,9.27817,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.145,,,,0.311665,3.167499,9.48814,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.161,,,,3.9,-19.650002,-32.887501,MagneticField,,,,,,,,,,
