dateTime,BandAccX,BandAccY,BandAccZ,altitude,course,hacc,latitude,longitude,speed,rate,rateZone,usage,deviceStatus,Acceleration_X,Acceleration_Y,Acceleration_Z,MagneticField_X,MagneticField_Y,MagneticField_Z,Orientation_X,Orientation_Y,Orientation_Z,AngularVelocity_X,AngularVelocity_Y,AngularVelocity_Z,act
2024-06-06 12:10:10.175,-199.2138095934602,9628.853988804429,185.48514817880863,66.443,0.0,5.889,52.33466,4.861791,0.0,158.5740234163055,0.8282594116244696,on,KEYGUARD_SHOWN,18.690338,34.424942,13.366307,-19.1475008,-24.8025008,-23.0137516,163.0347183537334,7.984662497988949,145.1293090108735,0.0,0.0,0.0,run
2024-06-06 12:10:10.195,-91.60254205212584,9407.279113776938,190.15477650462608,66.443,0.0,5.889,52.33466,4.861791,0.0,158.5776363687403,0.8282763540424317,on,KEYGUARD_SHOWN,7.226923,28.837103,17.146967,-19.8450006,-24.4612506,-22.9087512,163.2806691862494,9.39886651343798,147.9920650543281,0.0,0.0,0.0,run
2024-06-06 12:10:10.197,17.040384373798688,9056.702436849217,199.61070741105937,66.443,0.0,5.889,52.33466,4.861791,0.0,158.58124256116767,0.8282932437496991,on,KEYGUARD_SHOWN,2.2806595,27.296424,17.399709,-20.5425004,-24.1200004,-22.8037508,163.599286,10.799113000000007,150.873524,0.0,0.0,0.0,run
2024-06-06 12:10:10.215,135.8892037933216,8585.060738269814,210.8523487666134,66.443,0.0,5.889,52.33466,4.861791,0.0,158.58484194293024,0.8283100804253275,on,KEYGUARD_SHOWN,-2.665604,25.755745,17.652451,-21.2400002,-23.7787502,-22.6987504,0.0,0.0,0.0,0.0,0.0,0.0,run
2024-06-06 12:10:10.217,274.11815031545086,8000.290798287281,220.87910843979327,66.443,0.0,5.889,52.33466,4.861791,0.0,158.5884344633708,0.8283268637483715,on,KEYGUARD_SHOWN,-2.5100705000000003,23.086252,14.997016,-21.9375,-23.4375,-22.59375,163.4788291270779,6.590462352186056,146.4703769986455,0.0,0.0,0.0,run
2024-06-06 12:10:10.235,440.9014580491943,7310.329397150162,226.690394299104,66.443,0.0,5.889,52.33466,4.861791,0.0,158.59202007183197,0.828343593397887,on,KEYGUARD_SHOWN,-2.354537,20.416759,12.341581,-22.85625025,-23.20781275,-22.23750025,163.54060404749475,4.48580796151052,144.28461743065031,0.0,0.0,0.0,run
2024-06-06 12:10:10.255,645.41336110356,6523.113315107008,225.28561421305065,66.443,0.0,5.889,52.33466,4.861791,0.0,158.5955987176565,0.8283602690529288,on,KEYGUARD_SHOWN,-0.846461,14.744574,5.46102,-23.7750005,-22.9781255,-21.8812505,163.68252015852036,2.3850260416853475,142.10140059883622,0.0,0.0,0.0,run
2024-06-06 12:10:10.275,896.8280935875558,5646.579332406375,213.6641760501384,66.443,0.0,5.889,52.33466,4.861791,0.0,158.59917035018708,0.8283768903925525,on,KEYGUARD_SHOWN,-1.705484,11.177473,-1.091725,-24.69375075,-22.74843825,-21.52500075,163.90422472704313,0.2911708342226012,139.9148563732899,0.0,0.0,0.0,run
2024-06-06 12:10:10.277,1204.3198896101894,4688.664229296806,188.8254876788721,66.443,0.0,5.889,52.33466,4.861791,0.0,158.6027349187664,0.8283934570958128,on,KEYGUARD_SHOWN,-2.7218355,10.067801500000002,-3.3137600000000003,-25.612501,-22.518751,-21.168751,164.20578212007217,-1.792681138394426,137.71918210849458,0.0232487848101265,0.6089466962025316,-0.3401650886075949,run
2024-06-06 12:10:10.295,1577.0629832804698,3657.3047860268543,147.76895696775685,66.443,0.0,5.889,52.33466,4.861791,0.0,158.6062923727372,0.8284099688417654,on,KEYGUARD_SHOWN,-3.738187,8.95813,-5.535795,-26.16562616666667,-22.32812583333333,-20.943750833333333,164.58765941365712,-3.86340346264558,135.50861530357733,0.0218666455696202,0.615543911392405,-0.3419787341772152,run
2024-06-06 12:10:10.315,2024.231608707404,2560.4377828450697,87.49399178529788,66.443,0.0,5.889,52.33466,4.861791,0.0,158.60984266144214,0.8284264253094658,on,KEYGUARD_SHOWN,-3.063411,6.092126,-7.003194,-26.718751333333334,-22.137500666666668,-20.71875066666667,165.0507114784195,-5.917792612962819,133.27740960629734,0.0204845063291139,0.6221411265822785,-0.3437923797468354,run
