dateTime,BandAccX,BandAccY,BandAccZ,X,Y,Z,Type,altitude,course,hacc,latitude,longitude,speed,rate,rateZone,usage,type
2024-06-06 12:16:37.659,,,,3.246462,0.881157,10.058828,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.679,,,,2.429313,1.120439,9.109476,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.699,,,,2.466402,1.332802,8.100303,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.717,,,,-24.69375,-10.200001,-39.525002,MagneticField,,,,,,,,,,
2024-06-06 12:16:37.719,,,,4.079762,1.305883,7.802396,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.733,,,,161.028048,-4.680341,-26.470513,Orientation,,,,,,,,,,
2024-06-06 12:16:37.739,,,,4.783851,1.396212,7.743773,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.759,,,,4.206582,1.592423,7.855039,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.777,,,,-24.337502,-10.387501,-39.637501,MagneticField,,,,,,,,,,
2024-06-06 12:16:37.779,,,,3.929015,1.14676,8.811569,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.799,,,,3.942175,0.762712,9.869795,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.819,,,,3.833302,0.461217,10.127024,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.832,541.5,3893.5,-597.1666666666666,,,,,,,,,,,,,,
2024-06-06 12:16:37.837,,,,-24.150002,-10.70625,-39.65625,MagneticField,,,,,,,,,,
2024-06-06 12:16:37.839,,,,3.656233,0.241675,9.850653,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.859,,,,3.757928,0.248854,9.060423,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.879,,,,3.991228,0.264407,8.118249,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.897,,,,-24.450001,-10.6875,-39.356251,MagneticField,,,,,,,,,,
2024-06-06 12:16:37.899,,,,4.051049,0.47677,8.465807,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.919,,,,4.003192,0.609572,9.199206,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.933,,,,158.626977,-1.909258,-27.600793,Orientation,,,,,,,,,,
2024-06-06 12:16:37.939,,,,4.021139,0.742373,9.190832,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.948,592.6,4144.8,-747.6,,,,,,,,,,,,,,
2024-06-06 12:16:37.957,,,,-24.731251,-10.70625,-39.1875,MagneticField,,,,,,,,,,
2024-06-06 12:16:37.959,,,,4.103691,0.966102,8.516056,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.979,,,,4.433302,1.077368,8.318648,Acceleration,,,,,,,,,,
2024-06-06 12:16:37.999,,,,4.954937,0.316451,8.047661,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.017,,,,-24.618752,-10.6875,-39.056252,MagneticField,,,,,,,,,,
2024-06-06 12:16:38.019,,,,4.721637,-0.014357,8.356933,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.039,,,,5.000401,-0.302692,9.170493,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.059,,,,4.936991,-0.519243,9.073584,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.077,,,,-24.375002,-10.6875,-39.0,MagneticField,,,,,,,,,,
2024-06-06 12:16:38.079,,,,5.081757,-0.551546,9.57787,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.099,,,,5.068596,-0.586242,8.946764,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.119,,,,5.151149,-0.664008,8.659625,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.133,,,,158.900512,-6.304388,-25.884383,Orientation,,,,,,,,,,
2024-06-06 12:16:38.137,,,,-24.13125,-10.5375,-38.775002,MagneticField,,,,,,,,,,
2024-06-06 12:16:38.139,,,,4.978866,-0.33021,8.566305,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.141,546.0,4056.6,-603.4,,,,,,,,,,,,,,
2024-06-06 12:16:38.159,,,,4.727619,-0.135194,8.378469,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.179,,,,5.098507,-0.12323,8.236693,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.197,,,,-24.0,-10.5,-38.550003,MagneticField,,,,,,,,,,
2024-06-06 12:16:38.199,,,,5.288736,-0.294317,8.282756,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.219,,,,5.385645,-0.37687,8.242676,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.239,,,,5.394021,-0.306281,8.396415,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.257,,,,-24.112501,-10.2375,-38.287502,MagneticField,,,,,,,,,,
2024-06-06 12:16:38.259,,,,5.206184,-0.461815,8.580662,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.278,,,,5.221737,-0.581456,9.387642,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.299,,,,5.092525,-0.664008,9.466604,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.317,,,,-24.056252,-10.06875,-38.100002,MagneticField,,,,,,,,,,
2024-06-06 12:16:38.319,,,,5.275576,-0.569492,8.665607,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.332,,,,159.692801,-2.627923,-27.83339,Orientation,,,,,,,,,,
2024-06-06 12:16:38.339,,,,5.425127,-0.547956,7.968698,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.359,,,,5.385645,-0.372084,7.750951,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.366,521.3333333333334,4063.0,-701.5,,,,,,,,,,,,,,
