Timestamp,X,Y,Z,Type,altitude,course,hacc,latitude,longitude,speed
05-Jun-2024 17:31:10.582,5.726025,7.680961,2.158326,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.582,-32.25,-40.368752,7.14375,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.583,-0.048564,0.070402,-0.01909,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.585,102.652996,-50.914686,-69.829149,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.591,5.745167,7.692925,2.20379,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.592,-32.456253,-40.106251,6.80625,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.592,-0.044288,0.08323,-0.003818,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.594,102.667305,-50.917418,-69.749086,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.600,5.778666,7.695318,2.208575,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.601,-0.041844,0.101556,0.009621,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.602,-32.53125,-40.237503,6.375,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.603,102.682031,-50.912032,-69.659638,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.609,5.831309,7.71446,2.230111,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.610,-0.043066,0.122937,0.020006,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.612,-32.71875,-40.481251,5.41875,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.612,102.699483,-50.898959,-69.563066,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.618,5.862415,7.719246,2.246861,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.619,-0.046731,0.144928,0.026725,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.621,102.724945,-50.87897,-69.455531,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.622,-32.925003,-40.387501,5.23125,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.627,5.871987,7.695318,2.249253,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.628,-0.051007,0.166919,0.033445,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.630,102.756528,-50.852797,-69.336413,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.632,-33.206253,-40.21875,4.55625,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.636,5.898308,7.668997,2.237289,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.637,-0.058338,0.18158,0.040164,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.639,102.795508,-50.820115,-69.208886,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.642,-33.318752,-40.143753,3.88125,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.645,5.876772,7.649854,2.270789,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.646,-0.063225,0.184023,0.045051,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.648,102.84168,-50.781459,-69.083621,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.652,-33.262501,-40.162502,3.13125,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.654,5.907879,7.630712,2.266003,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.655,-0.068722,0.182801,0.046273,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.657,102.892818,-50.741195,-68.952228,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.662,-33.675003,-39.881252,2.30625,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.663,5.9342,7.62114,2.29711,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.664,-0.075442,0.176082,0.041386,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.666,102.955888,-50.699459,-68.82395,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.672,5.927022,7.578069,2.333002,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.672,-33.731251,-40.012501,1.9125,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
