time,type,package
2024-06-05 07:54:18,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:54:18,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:54:20,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:54:20,STANDBY_BUCKET_CHANGED,com.huawei.gameassistant
2024-06-05 07:54:38,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:54:38,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:54:49,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:54:49,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:54:49,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:54:54,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:54:54,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:54:55,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:55:19,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:55:19,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:55:19,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:55:45,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:55:45,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:56:03,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:56:03,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:56:03,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:56:24,STANDBY_BUCKET_CHANGED,com.huawei.android.thememanager
2024-06-05 07:56:26,STANDBY_BUCKET_CHANGED,com.huawei.pengine
2024-06-05 07:56:32,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:56:32,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:56:32,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:56:46,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:56:46,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:56:47,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:57:00,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:57:00,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:57:02,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:57:02,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:57:02,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:57:02,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:57:10,ACTIVITY_PAUSED,com.zhihu.android
