1717667954317;-1112.0;3502.0;-1902.0
1717667954317;-1118.0;3487.0;-1896.0
1717667954317;-1110.0;3485.0;-1917.0
1717667954317;-1136.0;3482.0;-1886.0
1717667954317;-1133.0;3479.0;-1896.0
1717667954528;-1148.0;3505.0;-1922.0
1717667954528;-1139.0;3497.0;-1937.0
1717667954528;-1155.0;3510.0;-1870.0
1717667954528;-1120.0;3494.0;-1893.0
1717667954528;-1120.0;3455.0;-1895.0
1717667954724;-1114.0;3473.0;-1900.0
1717667954724;-1098.0;3484.0;-1899.0
1717667954724;-1104.0;3517.0;-1936.0
1717667954724;-1119.0;3485.0;-1872.0
1717667954724;-1133.0;3488.0;-1911.0
1717667954950;-1150.0;3505.0;-1898.0
1717667954950;-1131.0;3511.0;-1895.0
1717667954950;-1085.0;3451.0;-1907.0
1717667954950;-1068.0;3491.0;-1830.0
1717667954950;-1048.0;3541.0;-1843.0
1717667954950;-1070.0;3834.0;-1872.0
1717667955131;-841.0;3435.0;-1620.0
1717667955131;-1439.0;3543.0;-1900.0
1717667955131;-1521.0;2787.0;-2305.0
1717667955131;-1499.0;3275.0;-2577.0
1717667955131;-1211.0;3365.0;-1967.0
1717667955325;-926.0;3293.0;-1204.0
1717667955325;-668.0;4009.0;-1135.0
1717667955325;-832.0;4154.0;-1263.0
1717667955325;-932.0;3778.0;-1622.0
1717667955325;-1047.0;3537.0;-1835.0
1717667955535;-1033.0;3506.0;-1863.0
1717667955535;-957.0;3723.0;-1848.0
1717667955535;-1030.0;3600.0;-1611.0
1717667955535;-1066.0;3619.0;-1738.0
1717667955535;-1177.0;3718.0;-1853.0
1717667955535;-1162.0;3848.0;-1878.0
1717667955729;-1142.0;3891.0;-2277.0
1717667955729;-1047.0;3797.0;-1851.0
1717667955729;-874.0;3444.0;-1385.0
1717667955729;-791.0;3465.0;-1205.0
1717667955729;-435.0;3284.0;-1169.0
1717667955928;-179.0;3270.0;-789.0
1717667955928;28.0;3528.0;-887.0
1717667955928;482.0;3963.0;-1076.0
1717667955928;425.0;4650.0;-1028.0
1717667955928;178.0;4588.0;-1051.0
1717667956131;-118.0;4100.0;-924.0
1717667956131;-208.0;4025.0;-995.0
1717667956131;-298.0;3854.0;-1059.0
1717667956131;-126.0;4123.0;-985.0
1717667956131;-9.0;4183.0;-1018.0
1717667956131;92.0;3982.0;-1005.0
1717667956326;57.0;3815.0;-908.0
1717667956326;262.0;3840.0;-834.0
1717667956326;395.0;4037.0;-894.0
1717667956326;480.0;4061.0;-747.0
1717667956326;447.0;4216.0;-801.0
1717667956521;631.0;4698.0;-1217.0
1717667956521;913.0;4656.0;-1611.0
1717667956521;993.0;4215.0;-1227.0
1717667956521;911.0;3864.0;-1249.0
1717667956521;1010.0;4006.0;-1402.0
1717667956780;1078.0;4064.0;-1420.0
1717667956780;897.0;3774.0;-1258.0
1717667956780;665.0;3819.0;-974.0
1717667956780;656.0;3767.0;-926.0
1717667956780;556.0;3763.0;-941.0
1717667956780;609.0;3906.0;-883.0
1717667956926;539.0;3903.0;-794.0
1717667956926;744.0;4116.0;-899.0
1717667956926;1016.0;4263.0;-773.0
1717667956926;1031.0;3986.0;-531.0
1717667956926;1416.0;3953.0;2.0
1717667957122;1251.0;3789.0;-73.0
1717667957122;1465.0;4545.0;565.0
1717667957122;1403.0;4319.0;695.0
1717667957122;1328.0;4573.0;1306.0
1717667957122;1101.0;3739.0;1136.0
1717667957316;680.0;3546.0;1361.0
1717667957316;488.0;3378.0;1187.0
1717667957316;384.0;3768.0;882.0
1717667957316;510.0;3854.0;947.0
1717667957316;737.0;3868.0;1477.0
1717667957541;869.0;3834.0;1041.0
1717667957541;1224.0;3674.0;1607.0
1717667957541;1262.0;3621.0;1224.0
1717667957541;1772.0;3517.0;1895.0
1717667957541;1392.0;3456.0;1720.0
1717667957541;1597.0;3203.0;1645.0
1717667957720;1701.0;3188.0;1326.0
1717667957720;2422.0;3130.0;1533.0
1717667957720;2450.0;2981.0;1417.0
1717667957720;2774.0;2820.0;1627.0
1717667957720;4427.0;2328.0;3196.0
1717667957930;2625.0;1219.0;2196.0
1717667957930;2612.0;2492.0;3163.0
1717667957930;2983.0;3233.0;4430.0
1717667957930;1997.0;4155.0;2686.0
1717667957930;2242.0;2209.0;1389.0
1717667958126;2186.0;3597.0;2621.0
1717667958126;1543.0;3207.0;1952.0
1717667958126;1412.0;2673.0;2751.0
1717667958126;1788.0;2297.0;3484.0
1717667958126;1718.0;2623.0;3818.0
1717667958126;1545.0;2237.0;3006.0
1717667958321;1660.0;2865.0;2995.0
1717667958321;1471.0;2233.0;3272.0
1717667958321;1765.0;1689.0;3173.0
1717667958321;1501.0;2316.0;2979.0
1717667958321;2400.0;2486.0;2114.0
1717667958578;1972.0;2232.0;3004.0
1717667958578;1824.0;2805.0;2291.0
1717667958578;2036.0;2401.0;2419.0
1717667958578;1602.0;2227.0;2795.0
1717667958578;1647.0;2034.0;2862.0
1717667958744;827.0;2421.0;2897.0
1717667958744;980.0;2703.0;2544.0
1717667958744;967.0;2498.0;3945.0
1717667958744;1426.0;2700.0;3008.0
1717667958744;1139.0;1639.0;3812.0
1717667958744;238.0;3273.0;1568.0
1717667958940;1369.0;3390.0;1969.0
1717667958940;1279.0;2720.0;1941.0
1717667958940;1508.0;3640.0;1739.0
1717667958940;1141.0;3847.0;2099.0
1717667958940;1110.0;3458.0;1885.0
1717667959119;1066.0;3879.0;1825.0
1717667959119;1276.0;3675.0;1535.0
1717667959119;1030.0;3251.0;2312.0
1717667959119;1307.0;4007.0;1620.0
1717667959119;1087.0;3900.0;1853.0
1717667959317;1044.0;2184.0;3479.0
1717667959317;1242.0;3714.0;1895.0
1717667959317;1302.0;3255.0;1633.0
1717667959317;1461.0;3942.0;1790.0
1717667959317;1353.0;2915.0;1305.0
1717667959525;1212.0;3408.0;1725.0
1717667959525;1298.0;3417.0;1068.0
1717667959525;1316.0;3566.0;1681.0
1717667959525;1623.0;3660.0;1665.0
1717667959525;1684.0;3647.0;1854.0
1717667959525;1616.0;3510.0;1375.0
1717667959718;1712.0;3117.0;2092.0
1717667959718;1555.0;3864.0;1135.0
1717667959718;1738.0;3493.0;1467.0
1717667959718;1632.0;3160.0;1251.0
1717667959718;1595.0;3391.0;1177.0
1717667959928;1638.0;3603.0;1648.0
1717667959928;1757.0;3657.0;1400.0
1717667959928;1566.0;3273.0;1608.0
1717667959928;1844.0;3777.0;1526.0
1717667959928;1797.0;3419.0;1114.0
1717667960123;2011.0;3118.0;1755.0
1717667960123;1294.0;3914.0;1457.0
1717667960123;927.0;2886.0;2003.0
1717667960123;155.0;4666.0;-92.0
1717667960123;1886.0;5853.0;307.0
1717667960123;1875.0;5121.0;-943.0
1717667960400;2522.0;2130.0;37.0
